NOMBRE,POBLACION
Ponteareas,22940
Pontecesures,3053
Pontevedra,83260
"Porriño, O",20100
Portas,2906
Redondela,29241
Ribadumia,5105
Rodeiro,2393
"Rosal, O",6289
Salceda de Caselas,9173
Salvaterra de Miño,9990
Sanxenxo,17414
Silleda,8861
Soutomaior,7426
Tomiño,13566
Tui,17323
Valga,5824
Vigo,296692
Vila de Cruces,5208
Vilaboa,5919
Vilagarcia de Arousa,37565
Vilanova de Arousa,10239
abalos,255
Agoncillo,1096
Aguilar del Rio Alhama,459
Ajamil de Cameros,68
Albelda de Iregua,3481
Alberite,2457
Alcanadre,638
Aldeanueva de Ebro,2760
Alesanco,504
Aleson,94
Alfaro,9611
Almarza de Cameros,32
Anguciana,425
Anguiano,494
Arenzana de Abajo,237
Arenzana de Arriba,29
Arnedillo,448
Arnedo,15015
Arrubal,516
Ausejo,808
Autol,4623
Azofra,219
Badaran,477
Bañares,230
Baños de Rio Tobia,1585
Baños de Rioja,83
Berceo,151
Bergasa,148
Bergasillas Bajera,35
Bezares,22
Bobadilla,96
Brieva de Cameros,38
Briñas,190
Briones,749
Cabezon de Cameros,14
Calahorra,24531
Camprovin,165
Canales de la Sierra,86
Canillas de Rio Tuerto,43
Cañas,93
Cardenas,124
Casalarreina,1102
Castañares de Rioja,404
Castroviejo,47
Cellorigo,11
Cenicero,2086
Cervera del Rio Alhama,2308
Cidamon,24
Cihuri,177
Cirueña,168
Clavijo,269
Cordovin,153
Corera,256
Cornago,317
Corporales,39
Cuzcurrita de Rio Tiron,509
Daroca de Rioja,50
Enciso,170
Entrena,1545
Estollo,86
Ezcaray,2045
Foncea,94
Fonzaleche,134
Fuenmayor,3143
Galbarruli,67
Galilea,366
Gallinero de Cameros,20
Gimileo,111
Grañon,247
Gravalos,187
Haro,11557
Herce,330
Herramelluri,111
Hervias,126
Hormilla,418
Hormilleja,134
Hornillos de Cameros,16
Hornos de Moncalvillo,94
Huercanos,846
Igea,603
Jalon de Cameros,21
Laguna de Cameros,106
Lagunilla del Jubera,343
Lardero,10813
Ledesma de la Cogolla,16
Leiva,236
Leza de Rio Leza,41
Logroño,152485
Lumbreras,152
Manjarres,119
Mansilla de la Sierra,56
Manzanares de Rioja,65
Matute,91
Medrano,325
Munilla,102
Murillo de Rio Leza,1652
Muro de Aguas,61
Muro en Cameros,35
Najera,8072
Nalda,1057
Navajun,10
Navarrete,2935
Nestares,80
Nieva de Cameros,83
Ochanduri,71
Ocon,317
Ojacastro,182
Ollauri,286
Ortigosa de Cameros,221
Pazuengos,26
Pedroso,73
Pinillos,19
Pradejon,3910
Pradillo,69
Prejano,206
Quel,2078
Rabanera,32
"Rasillo de Cameros, El",145
"Redal, El",152
Ribafrecha,958
Rincon de Soto,3886
Robres del Castillo,29
Rodezno,228
Sajazarra,129
San Asensio,1108
San Millan de la Cogolla,229
San Millan de Yecora,34
San Roman de Cameros,125
San Torcuato,68
San Vicente de la Sonsierra,996
Santa Coloma,91
Santa Engracia del Jubera,160
Santa Eulalia Bajera,105
Santo Domingo de la Calzada,6276
Santurde de Rioja,275
Santurdejo,102
Sojuela,347
Sorzano,225
Sotes,284
Soto en Cameros,80
Terroba,34
Tirgo,185
Tobia,43
Tormantos,117
Torre en Cameros,10
Torrecilla en Cameros,453
Torrecilla sobre Alesanco,34
Torremontalbo,10
Treviana,150
Tricio,374
Tudelilla,341
Uruñuela,967
Valdemadera,8
Valgañon,130
Ventosa,161
Ventrosa,48
Viguera,382
Villalba de Rioja,158
Villalobar de Rioja,55
Villamediana de Iregua,8359
Villanueva de Cameros,71
"Villar de Arnedo, El",596
Villar de Torre,160
Villarejo,26
Villarroya,5
Villarta-Quintana,142
Villavelayo,45
Villaverde de Rioja,56
Villoslada de Cameros,327
Viniegra de Abajo,75
Viniegra de Arriba,36
Zarraton,274
Zarzosa,15
Zorraquin,90
Abusejo,175
Agallas,132
Ahigal de los Aceiteros,113
Ahigal de Villarino,29
"Alameda de Gardon, La",68
"Alamedilla, La",118
Alaraz,425
Alba de Tormes,5166
Alba de Yeltes,214
"Alberca, La",1071
"Albergueria de Argañan, La",106
Alconada,152
Aldea del Obispo,246
Aldeacipreste,106
Aldeadavila de la Ribera,1209
Aldealengua,666
Aldeanueva de Figueroa,250
Aldeanueva de la Sierra,109
Aldearrodrigo,139
Aldearrubia,495
Aldeaseca de Alba,74
Aldeaseca de la Frontera,257
Aldeatejada,2210
Aldeavieja de Tormes,100
Aldehuela de la Boveda,273
Aldehuela de Yeltes,190
Almenara de Tormes,287
Almendra,142
Anaya de Alba,189
Añover de Tormes,89
Arabayona de Mogica,343
Arapiles,651
Arcediano,95
"Arco, El",88
Armenteros,194
"Atalaya, La",108
Babilafuente,917
Bañobarez,291
Barbadillo,388
Barbalos,70
Barceo,43
Barruecopardo,448
"Bastida, La",25
Bejar,12559
Beleña,244
Bermellar,124
Berrocal de Huebra,68
Berrocal de Salvatierra,83
Boada,306
"Bodon, El",258
Bogajo,133
"Bouza, La",55
Boveda del Rio Almar,225
Brincones,55
Buenamadre,124
Buenavista,350
"Cabaco, El",205
"Cabeza de Bejar, La",60
Cabeza del Caballo,279
Cabezabellosa de la Calzada,78
Cabrerizos,4254
Cabrillas,371
Calvarrasa de Abajo,1166
Calvarrasa de Arriba,573
"Calzada de Bejar, La",91
Calzada de Don Diego,153
Calzada de Valdunciel,690
Campillo de Azaba,155
"Campo de Peñaranda, El",256
Candelario,860
Canillas de Abajo,77
Cantagallo,265
Cantalapiedra,950
Cantalpino,833
Cantaracillo,191
Carbajosa de la Sagrada,7251
Carpio de Azaba,113
Carrascal de Barregas,1231
Carrascal del Obispo,206
Casafranca,64
"Casas del Conde, Las",59
Casillas de Flores,184
Castellanos de Moriscos,2724
Castellanos de Villiquera,628
Castillejo de Martin Viejo,211
Castraz,41
Cepeda,293
Cereceda de la Sierra,66
Cerezal de Peñahorcada,71
Cerralbo,139
"Cerro, El",399
Cespedosa de Tormes,488
Chagarcia Medianero,73
Cilleros de la Bastida,21
Ciperez,261
Ciudad Rodrigo,12261
Coca de Alba,104
Colmenar de Montemayor,186
Cordovilla,112
Cristobal,158
"Cubo de Don Sancho, El",432
Dios le Guarde,114
Doñinos de Ledesma,68
Doñinos de Salamanca,2172
ejeme,124
Encina de San Silvestre,111
"Encina, La",104
Encinas de Abajo,605
Encinas de Arriba,235
Encinasola de los Comendadores,160
Endrinal,210
Escurial de la Sierra,241
Espadaña,32
Espeja,225
Espino de la Orbada,250
Florida de Liebana,251
Forfoleda,190
Frades de la Sierra,177
"Fregeneda, La",329
Fresnedoso,104
Fresno Alhandiga,205
"Fuente de San Esteban, La",1285
Fuenteguinaldo,678
Fuenteliante,94
Fuenterroble de Salvatierra,270
Fuentes de Bejar,212
Fuentes de Oñoro,1136
Gajates,157
Galindo y Perahuy,653
Galinduste,428
Galisancho,361
Gallegos de Argañan,264
Gallegos de Solmiron,112
Garcibuey,191
Garcihernandez,437
Garcirrey,62
Gejuelo del Barro,35
Golpejas,155
Gomecello,430
Guadramiro,137
Guijo de avila,75
Guijuelo,5616
Herguijuela de Ciudad Rodrigo,70
Herguijuela de la Sierra,244
Herguijuela del Campo,74
Hinojosa de Duero,636
Horcajo de Montemayor,129
Horcajo Medianero,221
"Hoya, La",37
Huerta,288
Iruelos,33
Ituero de Azaba,210
Juzbado,198
Lagunilla,441
Larrodrigo,182
Ledesma,1547
Ledrada,477
Linares de Riofrio,944
Lumbrales,1571
Machacon,446
Macotera,1019
Madroñal,142
"Maillo, El",245
Malpartida,96
Mancera de Abajo,205
"Manzano, El",70
Martiago,263
Martin de Yeltes,407
Martinamor,79
Masueco,285
"Mata de Ledesma, La",92
Matilla de los Caños del Rio,623
"Maya, La",163
Membribe de la Sierra,112
Mieza,198
"Milano, El",101
Miranda de Azan,440
Miranda del Castañar,385
Mogarraz,268
Molinillo,39
Monforte de la Sierra,65
Monleon,93
Monleras,226
Monsagro,138
Montejo,205
Montemayor del Rio,263
Monterrubio de Armuña,1326
Monterrubio de la Sierra,151
Morasverdes,252
Morille,226
Moriñigo,96
Moriscos,459
Moronta,72
Mozarbez,507
Narros de Matalayegua,212
Nava de Bejar,86
Nava de Francia,123
Nava de Sotrobal,155
Navacarros,119
Navales,317
Navalmoral de Bejar,59
Navamorales,52
Navarredonda de la Rinconada,168
Navasfrias,422
Negrilla de Palencia,83
Olmedo de Camaces,113
"Orbada, La",197
Pajares de la Laguna,106
Palacios del Arzobispo,168
Palaciosrubios,333
Palencia de Negrilla,155
Parada de Arriba,252
Parada de Rubiales,247
Paradinas de San Juan,383
Pastores,56
"Payo, El",324
Pedraza de Alba,231
Pedrosillo de Alba,132
Pedrosillo de los Aires,346
Pedrosillo el Ralo,131
"Pedroso de la Armuña, El",210
Pelabravo,1210
Pelarrodriguez,172
Pelayos,81
"Peña, La",88
Peñacaballera,141
Peñaparda,344
Peñaranda de Bracamonte,6161
Peñarandilla,181
Peralejos de Abajo,163
Peralejos de Arriba,36
Pereña de la Ribera,332
Peromingo,117
Pinedas,105
"Pino de Tormes, El",157
Pitiegua,187
Pizarral,49
Poveda de las Cintas,199
Pozos de Hinojo,52
Puebla de Azaba,154
Puebla de San Medel,37
Puebla de Yeltes,148
Puente del Congosto,221
Puertas,79
Puerto de Bejar,373
Puerto Seguro,59
Ragama,213
"Redonda, La",71
Retortillo,186
"Rinconada de la Sierra, La",105
Robleda,471
Robliza de Cojos,202
Rollan,364
Saelices el Chico,151
"Sagrada, La",94
"Sahugo, El",183
Salamanca,144825
Saldeana,99
Salmoral,125
Salvatierra de Tormes,74
San Cristobal de la Cuesta,1031
San Esteban de la Sierra,345
San Felices de los Gallegos,377
San Martin del Castañar,225
San Miguel de Valero,318
San Miguel del Robledo,52
San Morales,345
San Muñoz,216
San Pedro de Rozados,281
San Pedro del Valle,142
San Pelayo de Guareña,91
Sanchon de la Ribera,76
Sanchon de la Sagrada,39
Sanchotello,227
Sancti-Spiritus,782
Sando,124
Santa Maria de Sando,100
Santa Marta de Tormes,14730
Santiago de la Puebla,309
Santibañez de Bejar,456
Santibañez de la Sierra,173
Santiz,253
"Santos, Los",605
Sardon de los Frailes,94
Saucelle,280
Sepulcro-Hilario,164
Sequeros,232
Serradilla del Arroyo,251
Serradilla del Llano,153
"Sierpe, La",40
Sieteiglesias de Tormes,193
Sobradillo,203
Sorihuela,253
Sotoserrano,557
Tabera de Abajo,103
"Tala, La",84
Tamames,784
Tarazona de Guareña,302
Tardaguila,201
"Tejado, El",86
Tejeda y Segoyuela,89
Tenebron,137
Terradillos,3041
Topas,521
Tordillos,340
"Tornadizo, El",94
Torresmenudas,187
Trabanca,177
Tremedal de Tormes,41
Valdecarros,337
Valdefuentes de Sangusin,189
Valdehijaderos,73
Valdelacasa,216
Valdelageve,67
Valdelosa,406
Valdemierque,64
Valderrodrigo,144
Valdunciel,95
Valero,302
Vallejera de Riofrio,72
Valsalabroso,141
Valverde de Valdelacasa,65
Valverdon,280
Vecinos,242
Vega de Tirados,170
"Veguillas, Las",283
"Velles, La",522
Ventosa del Rio Almar,105
"Vidola, La",104
Villaflores,271
Villagonzalo de Tormes,227
Villalba de los Llanos,129
Villamayor,7212
Villanueva del Conde,163
Villar de Argañan,91
Villar de Ciervo,264
Villar de Gallimazo,202
Villar de la Yegua,174
Villar de Peralonso,217
Villar de Samaniego,88
Villares de la Reina,6369
Villares de Yeltes,109
Villarino de los Aires,792
Villarmayor,178
Villarmuerto,39
Villasbuenas,183
Villasdardo,22
Villaseco de los Gamitos,136
Villaseco de los Reyes,331
Villasrubias,256
Villaverde de Guareña,144
Villavieja de Yeltes,748
Villoria,1345
Villoruela,763
Vilvestre,428
Vitigudino,2445
Yecla de Yeltes,230
Zamarra,85
Zamayon,195
Zarapicos,55
"Zarza de Pumareda, La",142
Zorita de la Frontera,160
Adeje,49030
Agulo,1110
Alajero,2026
Arafo,5593
Arico,8111
Arona,82777
Barlovento,1926
Breña Alta,7247
Breña Baja,5821
Buenavista del Norte,4786
Candelaria,28383
Fasnia,2818
Frontera,4184
Fuencaliente de la Palma,1751
Garachico,4869
Garafia,1730
Granadilla de Abona,51233
"Guancha, La",5540
Guia de Isora,21796
Güimar,20662
Hermigua,1775
Icod de los Vinos,23316
"Llanos de Aridane, Los",20760
"Matanza de Acentejo, La",9059
"Orotava, La",42187
"Paso, El",7623
"Pinar de El Hierro, El",1894
Puerto de la Cruz,30492
Puntagorda,2203
Puntallana,2553
"Realejos, Los",36727
"Rosario, El",17496
San Andres y Sauces,4182
San Cristobal de La Laguna,158911
San Juan de la Rambla,4873
San Miguel de Abona,21621
San Sebastian de la Gomera,9258
Santa Cruz de la Palma,15695
Santa Cruz de Tenerife,209194
Santa ursula,14953
Santiago del Teide,11281
"Sauzal, El",8940
"Silos, Los",4743
Tacoronte,24201
"Tanque, El",2852
Tazacorte,4601
Tegueste,11287
Tijarafe,2507
Valle Gran Rey,4630
Vallehermoso,2879
Valverde,5069
"Victoria de Acentejo, La",9158
Vilaflor de Chasna,1715
Villa de Mazo,4859
Abades,857
Adrada de Piron,37
Adrados,127
Aguilafuente,566
Alconada de Maderuelo,23
Aldea Real,279
Aldealcorvo,20
Aldealengua de Pedraza,73
Aldealengua de Santa Maria,64
Aldeanueva de la Serrezuela,40
Aldeanueva del Codonal,113
Aldeasoña,56
Aldehorno,53
Aldehuela del Codonal,23
Aldeonte,57
Anaya,125
Añe,72
Arahuetes,28
Arcones,145
Arevalillo de Cega,19
Armuña,234
Ayllon,1182
Barbolla,158
Basardilla,143
Bercial,109
Bercimuel,22
Bernardos,465
Bernuy de Porreros,766
Boceguillas,719
Brieva,93
Caballar,82
Cabañas de Polendos,171
Cabezuela,644
Calabazas de Fuentidueña,26
Campo de San Pedro,230
Cantalejo,3562
Cantimpalos,1340
Carabias,51
Carbonero el Mayor,2494
Carrascal del Rio,146
Casla,156
Castillejo de Mesleon,130
Castro de Fuentidueña,37
Castrojimeno,33
Castroserna de Abajo,31
Castroserracin,40
Cedillo de la Torre,88
Cerezo de Abajo,102
Cerezo de Arriba,128
Chañe,708
Cilleruelo de San Mames,30
Cobos de Fuentidueña,33
Coca,1726
Codorniz,322
Collado Hermoso,124
Condado de Castilnovo,85
Corral de Ayllon,72
Cozuelos de Fuentidueña,126
Cubillo,74
Cuellar,9659
Cuevas de Provanco,130
Domingo Garcia,25
Donhierro,84
Duruelo,166
Encinas,41
Encinillas,312
Escalona del Prado,495
Escarabajosa de Cabezas,296
Escobar de Polendos,165
"Espinar, El",9086
Espirdo,1389
Fresneda de Cuellar,163
Fresno de Cantespino,280
Fresno de la Fuente,79
Frumales,114
Fuente de Santa Cruz,110
Fuente el Olmo de Fuentidueña,170
Fuente el Olmo de iscar,55
Fuentepelayo,822
Fuentepiñel,85
Fuenterrebollo,340
Fuentesauco de Fuentidueña,233
Fuentesoto,106
Fuentidueña,120
Gallegos,105
Garcillan,474
Gomezserracin,664
Grajera,228
Honrubia de la Cuesta,55
Hontalbilla,303
Hontanares de Eresma,1456
"Huertos, Los",159
Ituero y Lama,379
Juarros de Riomoros,42
Juarros de Voltoya,197
Labajos,101
Laguna de Contreras,110
Languilla,73
Lastras de Cuellar,344
Lastras del Pozo,62
"Lastrilla, La",4020
"Losa, La",519
Maderuelo,137
Marazoleja,98
Marazuela,48
Martin Miguel,211
Martin Muñoz de la Dehesa,227
Martin Muñoz de las Posadas,284
Marugan,606
Mata de Cuellar,253
Matabuena,135
"Matilla, La",78
Melque de Cercos,67
Membibre de la Hoz,35
Miguelañez,131
Montejo de Arevalo,171
Montejo de la Vega de la Serrezuela,138
Monterrubio,58
Moral de Hornuez,49
Mozoncillo,879
Muñopedro,313
Muñoveros,143
Nava de la Asuncion,2747
Navafria,285
Navalilla,100
Navalmanzano,1047
Navares de Ayuso,53
Navares de Enmedio,92
Navares de las Cuevas,21
Navas de Oro,1305
Navas de Riofrio,386
Navas de San Antonio,343
Nieva,263
Olombrada,536
Orejana,56
Ortigosa de Pestaño,49
Ortigosa del Monte,544
Otero de Herreros,943
Pajarejos,21
Palazuelos de Eresma,5538
Pedraza,340
Pelayos del Arroyo,42
Perosillo,15
Pinarejos,184
Pinarnegrillo,92
Pradena,510
Puebla de Pedraza,43
Rapariegos,208
Real Sitio de San Ildefonso,5285
Rebollo,79
Remondo,304
Riaguas de San Bartolome,24
Riaza,2117
Ribota,47
Riofrio de Riaza,44
Roda de Eresma,197
Sacramenia,385
Samboal,460
San Cristobal de Cuellar,143
San Cristobal de la Vega,93
San Cristobal de Segovia,3080
San Martin y Mudrian,248
San Miguel de Bernuy,148
San Pedro de Gaillos,271
Sanchonuño,973
Sangarcia,315
Santa Maria la Real de Nieva,961
Santa Marta del Cerro,33
Santiuste de Pedraza,91
Santiuste de San Juan Bautista,536
Santo Domingo de Piron,53
Santo Tome del Puerto,260
Sauquillo de Cabezas,146
Sebulcor,274
Segovia,52057
Sepulveda,967
Sequera de Fresno,34
Sotillo,28
Sotosalbos,118
Tabanera la Luenga,49
Tolocirio,46
Torre Val de San Pedro,192
Torreadrada,55
Torrecaballeros,1372
Torrecilla del Pinar,175
Torreiglesias,252
Trescasas,1074
Turegano,986
Urueñas,102
Valdeprados,69
Valdevacas de Montejo,29
Valdevacas y Guijar,95
Valle de Tabladillo,82
Vallelado,712
Valleruela de Pedraza,68
Valleruela de Sepulveda,52
Valseca,234
Valtiendas,82
Valverde del Majano,1115
Veganzones,219
Vegas de Matute,293
Ventosilla y Tejadilla,16
Villacastin,1483
Villaverde de iscar,591
Villaverde de Montejo,26
Villeguillo,105
Yanguas de Eresma,125
Zarzuela del Monte,485
Zarzuela del Pinar,424
Aguadulce,2035
Alanis,1706
Albaida del Aljarafe,3201
Alcala de Guadaira,75533
Alcala del Rio,12186
Alcolea del Rio,3347
"Algaba, La",16503
Algamitas,1253
Almaden de la Plata,1307
Almensilla,6175
Arahal,19533
Aznalcazar,4588
Aznalcollar,6083
Badolatosa,3079
Benacazon,7222
Bollullos de la Mitacion,10931
Bormujos,22180
Brenes,12501
Burguillos,6766
"Cabezas de San Juan, Las",16358
Camas,27560
"Campana, La",5238
Cantillana,10736
Cañada Rosal,3325
Carmona,28834
Carrion de los Cespedes,2547
Casariche,5429
Castilblanco de los Arroyos,4899
Castilleja de Guzman,2833
Castilleja de la Cuesta,17516
Castilleja del Campo,640
"Castillo de las Guardas, El",1468
Cazalla de la Sierra,4684
Constantina,5864
Coria del Rio,30908
Coripe,1238
"Coronil, El",4717
"Corrales, Los",3938
"Cuervo de Sevilla, El",8656
Dos Hermanas,135050
ecija,39893
Espartinas,15824
Estepa,12497
Fuentes de Andalucia,7152
"Garrobo, El",782
Gelves,10193
Gerena,7674
Gilena,3727
Gines,13428
Guadalcanal,2608
Guillena,12903
Herrera,6464
Huevar del Aljarafe,3060
Isla Mayor,5825
Lantejuela,3846
Lebrija,27578
Lora de Estepa,873
Lora del Rio,18630
"Luisiana, La",4578
"Madroño, El",287
Mairena del Alcor,23698
Mairena del Aljarafe,46555
Marchena,19329
Marinaleda,2592
Martin de la Jara,2665
"Molares, Los",3518
Montellano,7053
Moron de la Frontera,27633
"Navas de la Concepcion, Las",1542
Olivares,9466
Osuna,17621
"Palacios y Villafranca, Los",38548
"Palmar de Troya, El",2343
Palomares del Rio,8843
Paradas,6857
Pedrera,5158
"Pedroso, El",2009
Peñaflor,3639
Pilas,13952
Pruna,2605
"Puebla de Cazalla, La",10932
"Puebla de los Infantes, La",2980
"Puebla del Rio, La",11920
"Real de la Jara, El",1494
"Rinconada, La",39062
"Roda de Andalucia, La",4175
"Ronquillo, El",1377
"Rubio, El",3369
Salteras,5564
San Juan de Aznalfarache,21774
San Nicolas del Puerto,596
Sanlucar la Mayor,13943
Santiponce,8538
"Saucejo, El",4235
Sevilla,691395
Tocina,9486
Tomares,25455
Umbrete,9000
Utrera,50962
Valencina de la Concepcion,7776
Villamanrique de la Condesa,4477
Villanueva de San Juan,1090
Villanueva del Ariscal,6591
Villanueva del Rio y Minas,4847
Villaverde del Rio,7842
"Viso del Alcor, El",19324
Abejar,286
Adradas,59
agreda,3026
Alconaba,179
Alcubilla de Avellaneda,105
Alcubilla de las Peñas,52
Aldealafuente,88
Aldealices,35
Aldealpozo,15
Aldealseñor,29
Aldehuela de Periañez,32
"Aldehuelas, Las",60
Alentisque,30
Aliud,20
Almajano,191
Almaluez,130
Almarza,602
Almazan,5477
Almazul,62
Almenar de Soria,232
Alpanseque,56
Arancon,84
Arcos de Jalon,1454
Arenillas,47
Arevalo de la Sierra,76
Ausejo de la Sierra,87
Baraona,133
Barca,103
Barcones,20
Bayubas de Abajo,141
Bayubas de Arriba,53
Beraton,38
Berlanga de Duero,842
Blacos,44
Bliecos,31
Borjabad,33
Borobia,246
Buberos,31
Buitrago,69
Burgo de Osma-Ciudad de Osma,5038
Cabrejas del Campo,51
Cabrejas del Pinar,352
Calatañazor,51
Caltojar,56
Candilichera,108
Cañamaque,34
Carabantes,14
Caracena,14
Carrascosa de Abajo,20
Carrascosa de la Sierra,17
Casarejos,161
Castilfrio de la Sierra,37
Castillejo de Robledo,101
Castilruiz,161
Centenera de Andaluz,19
Cerbon,27
Cidones,300
Cigudosa,21
Cihuela,48
Ciria,79
Cirujales del Rio,22
Coscurita,77
Covaleda,1644
Cubilla,31
Cubo de la Solana,181
Cueva de agreda,71
Devanos,78
Deza,217
Duruelo de la Sierra,1088
Escobosa de Almazan,20
Espeja de San Marcelino,150
Espejon,147
Estepa de San Juan,9
Frechilla de Almazan,23
Fresno de Caracena,20
Fuentearmegil,171
Fuentecambron,32
Fuentecantos,63
Fuentelmonge,66
Fuentelsaz de Soria,61
Fuentepinilla,82
Fuentes de Magaña,59
Fuentestrun,44
Garray,721
Golmayo,2778
Gomara,294
Gormaz,20
Herrera de Soria,9
Hinojosa del Campo,29
Langa de Duero,683
Liceras,47
"Losilla, La",13
Magaña,68
Majan,9
Matalebreras,67
Matamala de Almazan,283
Medinaceli,682
Miño de Medinaceli,87
Miño de San Esteban,38
Molinos de Duero,158
Momblona,18
Monteagudo de las Vicarias,176
Montejo de Tiermes,151
Montenegro de Cameros,54
Moron de Almazan,194
Muriel de la Fuente,58
Muriel Viejo,79
Nafria de Ucero,33
Narros,46
Navaleno,768
Nepas,52
Nolay,55
Noviercas,154
olvega,3675
Oncala,71
Pinilla del Campo,21
Portillo de Soria,15
"Poveda de Soria, La",104
Pozalmuro,50
Quintana Redonda,492
Quintanas de Gormaz,142
Quiñoneria,9
"Rabanos, Los",445
Rebollar,42
Recuerda,71
Rello,15
Renieblas,103
Retortillo de Soria,156
Reznos,33
"Riba de Escalote, La",11
Rioseco de Soria,124
Rollamienta,40
"Royo, El",272
Salduero,152
San Esteban de Gormaz,2956
San Felices,53
San Leonardo de Yagüe,2054
San Pedro Manrique,623
Santa Cruz de Yanguas,65
Santa Maria de Huerta,260
Santa Maria de las Hoyas,94
Seron de Nagima,128
Soliedra,31
Soria,39821
Sotillo del Rincon,176
Suellacabras,24
Tajahuerce,26
Tajueco,58
Talveila,96
Tardelcuende,414
Taroda,47
Tejado,101
Torlengua,56
Torreblacos,24
Torrubia de Soria,64
Trevago,45
Ucero,50
Vadillo,89
Valdeavellano de Tera,202
Valdegeña,34
Valdelagua del Cerro,14
Valdemaluque,147
Valdenebro,94
Valdeprado,7
Valderrodilla,68
Valtajeros,18
Velamazan,73
Velilla de la Sierra,24
Velilla de los Ajos,19
Viana de Duero,54
Villaciervos,79
Villanueva de Gormaz,8
Villar del Ala,49
Villar del Campo,22
Villar del Rio,144
"Villares de Soria, Los",88
Villasayas,66
Villaseca de Arciel,27
Vinuesa,847
Vizmanos,29
Vozmediano,38
Yanguas,103
Yelo,45
Aiguamurcia,930
Albinyana,2468
"Albiol, L'",500
Alcanar,9434
Alcover,5144
"Aldea, L'",4147
Aldover,905
"Aleixar, L'",893
Alfara de Carles,376
Alforja,1783
Alio,458
Almoster,1341
Altafulla,5307
"Ametlla de Mar, L'",6866
"Ampolla, L'",3277
Amposta,21115
"Arboç, L'",5609
Arboli,127
"Argentera, L'",117
Arnes,444
Asco,1644
Banyeres del Penedès,3207
Barberà de la Conca,471
Batea,1901
Bellmunt del Priorat,273
Bellvei,2237
Benifallet,723
Benissanet,1140
"Bisbal de Falset, La",211
"Bisbal del Penedès, La",3631
Blancafort,382
Bonastre,685
"Borges del Camp, Les",2056
Bot,554
Botarell,1077
Bràfim,695
Cabaces,302
Cabra del Camp,1175
Calafell,27601
Camarles,3194
Cambrils,34734
"Canonja, La",5956
Capafonts,111
Capçanes,392
Caseres,237
Castellvell del Camp,2828
"Catllar, El",4557
Colldejou,168
Conesa,100
Constanti,6665
Corbera d'Ebre,1003
Cornudella de Montsant,944
Creixell,3758
Cunit,13533
Deltebre,11578
Duesaigües,244
"Espluga de Francoli, L'",3736
Falset,2735
"Fatarella, La",926
"Febro, La",40
"Figuera, La",114
Figuerola del Camp,329
Flix,3410
Forès,43
Freginals,385
"Galera, La",736
Gandesa,3096
Garcia,527
"Garidells, Els",190
Ginestar,764
Godall,598
Gratallops,237
"Guiamets, Els",278
Horta de Sant Joan,1146
"Lloar, El",105
Llorac,91
Llorenç del Penedès,2395
Marçà,600
Margalef,106
Mas de Barberans,564
Masdenverge,1071
Masllorenç,505
"Maso, La",280
Maspujols,823
"Masroig, El",492
"Milà, El",190
Miravet,706
"Molar, El",291
Montblanc,7379
Montbrio del Camp,2909
Montferri,403
"Montmell, El",1582
Mont-ral,168
Mont-roig del Camp,12460
Mora d'Ebre,5695
Mora la Nova,3108
"Morell, El",3742
"Morera de Montsant, La",159
"Nou de Gaià, La",600
Nulles,509
"Pallaresos, Els",4850
"Palma d'Ebre, La",338
Passanant i Belltall,155
Paüls,545
Perafort,1264
"Perello, El",2826
"Piles, Les",210
"Pinell de Brai, El",1008
Pira,503
"Pla de Santa Maria, El",2348
"Pobla de Mafumet, La",3971
"Pobla de Massaluca, La",317
"Pobla de Montornès, La",2884
Poboleda,321
"Pont d'Armentera, El",488
Pontils,122
Porrera,424
Pradell de la Teixeta,158
Prades,588
Prat de Comte,177
Pratdip,726
Puigpelat,1163
Querol,518
Rasquera,783
Renau,162
Reus,106168
"Riba, La",585
Riba-roja d'Ebre,1110
"Riera de Gaià, La",1742
Riudecanyes,1146
Riudecols,1189
Riudoms,6569
Rocafort de Queralt,211
Roda de Berà,6785
Rodonyà,494
Roquetes,8079
"Rourell, El",372
Salomo,549
Salou,28526
Sant Carles de la Ràpita,14953
Sant Jaume dels Domenys,2624
Sant Jaume d'Enveja,3527
Santa Bàrbara,3715
Santa Coloma de Queralt,2672
Santa Oliva,3353
Sarral,1538
Savallà del Comtat,53
"Secuita, La",1708
"Selva del Camp, La",5683
Senan,44
"Senia, La",5640
Solivella,632
Tarragona,136496
Tivenys,902
Tivissa,1619
"Torre de Fontaubella, La",131
"Torre de l'Espanyol, La",601
Torredembarra,16567
Torroja del Priorat,152
Tortosa,33439
Ulldecona,6525
Ulldemolins,398
Vallclara,88
Vallfogona de Riucorb,77
Vallmoll,1774
Valls,24477
Vandellòs i l'Hospitalet de l'Infant,6603
"Vendrell, El",38373
Vespella de Gaià,417
Vilabella,729
Vilalba dels Arcs,621
Vilallonga del Camp,2405
Vilanova de Prades,107
Vilanova d'Escornalbou,565
Vilaplana,555
Vila-rodona,1276
Vila-seca,22555
Vilaverd,443
"Vilella Alta, La",133
"Vilella Baixa, La",204
Vimbodi i Poblet,890
Vinebre,425
Vinyols i els Arcs,2124
Xerta,1154
Ababuj,77
Abejuela,50
Aguaton,19
Aguaviva,516
Aguilar del Alfambra,69
Alacon,238
Alba,165
Albalate del Arzobispo,1972
Albarracin,1006
Albentosa,289
Alcaine,53
Alcala de la Selva,331
